"","bromus_lambdaPred","bromus_SDM","bromus_remoteSensing","x","y"
"61",NA,NA,NA,-97.4708333328428,35.2228476574157
"62",NA,0.144188567996025,NA,-104.737499999551,39.6577685765443
"63",NA,0.0223392993211746,NA,-122.587499999654,37.9571598030439
"64",NA,0.508081078529358,NA,-109.495833332912,37.281918084154
"65",NA,NA,NA,-97.4708333328428,35.2145113398985
"66",NA,0.635604083538055,5,-120.445833332975,47.5272523127425
"67",NA,NA,NA,-97.4708333328428,35.2145113398985
"68",NA,NA,NA,NA,NA
"69",NA,0.27052167057991,NA,-116.762499999621,33.3888578036407
"70",NA,NA,NA,-96.6708333328381,33.088750373023
"71",NA,0.0315658338367939,NA,-121.754166666316,38.540702029245
"72",NA,NA,NA,-97.6124999995102,32.9803782452999
"73",NA,NA,NA,-97.2374999995081,32.8553334825425
"74",NA,NA,NA,-97.7791666661779,33.0053871978514
"75",0.864499866962433,0.10248675942421,NA,-105.320833332888,41.1833146821844
"76",0.539505422115326,0.354438126087189,0,-112.195833332928,41.7085026857654
"77",NA,NA,NA,-97.4708333328428,35.2228476574157
"78",NA,NA,NA,-97.3624999995088,37.6987339600119
"79",NA,0.165513381361961,NA,-116.454166666286,34.1474626977022
"80",NA,0.0145435202866793,NA,-118.762499999632,34.1224537451507
"81",NA,0.556817770004272,0,-118.8791666663,46.2517957326171
"82",0.433477491140366,0.0913098976016045,NA,-108.729166666241,35.4979461354819
"83",NA,0.00960610900074244,NA,-101.887499999535,33.5889294240525
"84",NA,NA,NA,-95.8958333328337,35.9647799164429
"85",NA,NA,NA,-97.3624999995088,31.9300022381379
"86",NA,0.26265674829483,0,-121.212499999646,45.618235601313
"87",NA,0.144421383738518,NA,-121.304166666314,45.6849261414503
"88",0.768912553787231,0.553797125816345,0,-112.395833332929,42.8589145031334
"89",NA,NA,NA,-96.6708333328381,33.0970866905401
"90",NA,NA,NA,-96.6708333328381,33.0970866905401
"91",NA,NA,NA,-98.3541666661812,30.7462451507013
"92",NA,0.0710964053869247,NA,-115.512499999613,34.9477491793494
"93",NA,0.0318611450493336,NA,-119.729166666304,35.0894665771412
"94",NA,NA,NA,-97.4791666661761,35.1895023873471
"95",NA,0.0728394016623497,NA,-105.954166666225,35.5312914055506
"96",NA,0.0515217520296574,NA,-121.187499999646,39.1992711131006
"97",NA,NA,NA,-96.645833332838,39.849503879439
"98",NA,NA,NA,-95.2541666661633,38.957517905103
"99",NA,0.181886151432991,NA,-121.612499999649,44.359451656222
"100",NA,NA,NA,-98.0291666661793,30.0293218442256
"101",NA,0.234208807349205,NA,-121.612499999649,44.3010974336019
"102",NA,NA,NA,-97.0458333328403,33.3054946284691
"103",NA,0.1747787296772,NA,-118.637499999632,38.5073567591764
"104",0.392381072044373,0.511599123477936,NA,-113.579166666269,39.0575537153089
"105",0.576654553413391,0.479904234409332,0,-112.045833332927,40.3330102954342
"106",NA,0.724127054214478,0,-116.295833332951,43.6508646672635
"107",NA,NA,NA,-97.4458333328426,35.2228476574157
"108",NA,0.230450198054314,NA,-105.095833332887,39.5493964488212
"109",NA,NA,NA,-97.1458333328409,33.0220598328857
"110",NA,NA,NA,-97.4624999995094,35.23952029245
"111",NA,0.728480398654938,0,-116.204166666284,43.6175193971949
"112",NA,NA,NA,-97.4624999995094,35.23952029245
"113",NA,NA,NA,-97.4624999995094,35.23952029245
"114",NA,NA,NA,-97.4624999995094,35.23952029245
"115",NA,0.621003150939941,5,-111.804166666259,40.6497903610862
"116",NA,NA,NA,-97.1291666661741,32.7803066248881
"117",NA,NA,NA,-97.4874999995095,32.8469971650254
"118",0.525120854377747,0.301582008600235,0,-111.845833332926,41.7335116383169
"119",0.528648436069489,0.293747305870056,0,-111.837499999592,41.7335116383169
"120",NA,0.0189051497727633,NA,-117.320833332957,33.9724000298418
"121",NA,0.75032114982605,0,-116.745833332954,43.5758378096091
"122",NA,0.0105096958577633,NA,-110.979166666254,32.3468181139958
"123",NA,0.0627125427126884,NA,-105.995833332892,35.6396635332736
"124",0.641223073005676,0.598577380180359,NA,-111.870833332926,40.9999156968069
"125",NA,0.154243662953377,NA,-105.279166666221,40.0495754998508
"126",NA,NA,NA,-97.6208333328436,32.830324529991
"127",NA,0.0156876873224974,NA,-101.929166666202,34.9727581319009
"128",NA,NA,NA,-96.2458333328357,33.3138309459863
"129",NA,NA,NA,-97.0458333328403,36.1231699492689
"130",NA,0.796095848083496,0,-116.129166666284,43.5424925395404
"131",NA,0.502373933792114,0,-111.712499999592,40.2913287078484
"132",NA,NA,NA,-99.3791666661871,32.2467823037899
"133",NA,NA,NA,-97.4958333328429,32.8136518949567
"134",NA,0.0198437850922346,NA,-122.612499999654,37.9071418979409
"135",NA,0.0311881732195616,NA,-106.620833332896,35.2228476574157
"136",NA,NA,NA,-97.1458333328409,33.2554767233662
"137",NA,NA,NA,-96.754166666172,32.7636339898538
"138",NA,0.0247529745101929,NA,-122.604166666321,45.4765182035213
"139",NA,0.724127054214478,0,-116.295833332951,43.6508646672635
"140",NA,0.697481215000153,0,-116.395833332952,43.625855714712
"141",NA,0.784056782722473,0,-111.879166666259,40.7748351238436
"142",NA,0.787408530712128,0,-111.862499999592,40.7081445837064
"143",NA,NA,NA,NA,NA
"144",0.28839784860611,0.665556967258453,0,-112.037499999593,41.1332967770815
"145",NA,0.784614384174347,0,-117.020833332956,43.8259273351238
"146",NA,NA,NA,-98.7708333328503,38.5240293942107
"147",NA,NA,NA,-97.4874999995095,35.2145113398985
"148",NA,NA,NA,-96.754166666172,32.7636339898538
"149",NA,NA,NA,-97.0958333328406,33.0220598328857
"150",NA,0.210307478904724,NA,-108.254166666238,36.4149410623694
"151",NA,0.210307478904724,NA,-108.254166666238,36.4149410623694
"152",NA,NA,NA,-97.4874999995095,35.2145113398985
"153",NA,NA,NA,-97.1458333328409,33.2554767233662
"154",NA,NA,NA,-97.1374999995075,33.3471762160549
"155",NA,0.492386162281036,NA,-116.487499999619,33.2054588182632
"156",0.294904679059982,0.274217456579208,NA,-112.10416666626,41.5084310653536
"157",NA,NA,NA,-98.0458333328461,30.6628819755297
"158",NA,0.454020440578461,3,-118.43749999963,37.3152633542226
"159",NA,0.0146032748743892,NA,-101.912499999535,35.1978387048642
"160",NA,NA,NA,NA,NA
"161",NA,0.0269606728106737,NA,-106.529166666228,35.1144755296926
"162",NA,0.0423152446746826,NA,-106.604166666229,35.1895023873471
"163",NA,NA,NA,-97.387499999509,32.7136160847508
"164",NA,NA,NA,-97.1458333328409,32.9970508803342
"165",NA,0.0556795112788677,NA,-117.287499999624,33.980736347359
"166",NA,0.874960839748383,NA,-112.529166666263,38.9325089525515
"167",NA,0.778037309646606,0,-111.912499999593,40.6664629961206
"168",NA,0.0163157917559147,NA,-101.920833332868,35.1561571172784
"169",NA,0.724185705184937,0,-111.95416666626,40.7081445837064
"170",NA,0.910962343215942,NA,-112.170833332928,40.8832072515667
"171",NA,NA,NA,-97.1458333328409,33.247140405849
"172",NA,0.0264033544808626,NA,-111.595833332924,33.4638846612951
"173",NA,0.111568108201027,NA,-115.379166666279,36.1481789018204
"174",NA,0.354917228221893,NA,-116.545833332953,32.8386608475082
"175",NA,0.145891830325127,NA,-116.654166666287,34.0390905699791
"176",NA,0.0286411959677935,NA,-111.770833332925,34.5225969859743
"177",NA,0.732571721076965,NA,-112.262499999595,41.0499336019099
"178",NA,0.775777995586395,NA,-112.212499999594,41.0082520143241
"179",NA,0.850747108459473,NA,-112.170833332928,40.9332251566696
"180",NA,0.792434453964233,NA,-112.245833332928,41.058269919427
"181",NA,NA,NA,-96.8458333328391,32.7636339898538
"182",NA,0.162584871053696,0,-103.362499999543,43.7092188898836
"183",NA,0.137867480516434,NA,-116.454166666286,34.139126380185
"184",0.699962913990021,0.524742305278778,NA,-109.504166666245,38.7324373321397
"185",NA,0.759904205799103,5,-115.695833332948,42.9089324082363
"186",NA,0.767867267131805,5,-116.395833332952,43.2757303789913
"187",NA,0.777834892272949,4,-118.854166666299,46.0600604297225
"188",NA,0.488228529691696,3,-119.820833332972,38.7574462846911
"189",NA,0.110995098948479,NA,-122.862499999656,42.4587712623098
"190",NA,NA,NA,-97.4958333328429,35.2478566099672
"191",NA,0.723872900009155,5,-119.837499999638,39.5660690838556
"192",NA,NA,NA,NA,NA
"193",0.354763388633728,NA,NA,-96.6958333328383,40.8165167114294
"194",NA,0.143495216965675,NA,-105.137499999554,39.9912212772307
"195",NA,0.0385457165539265,NA,-119.662499999637,35.0727939421068
"196",NA,0.813436210155487,5,-114.920833332943,42.7672150104446
"197",NA,NA,NA,-97.912499999512,38.0738682482841
"198",NA,0.0274678133428097,NA,-116.929166666288,47.7023149806028
"199",0.427487760782242,NA,NA,-95.2791666661634,40.0995934049537
"200",NA,0.688058137893677,0,-120.495833332976,46.6019210683378
"201",NA,NA,NA,-97.1374999995075,33.2054588182632
"202",NA,0.12255372107029,NA,-117.404166666291,47.660633393017
"203",NA,0.439332038164139,NA,-109.68749999958,38.1405587884214
"204",NA,0.484563440084457,NA,-117.829166666294,44.7929401671143
"205",NA,NA,NA,-95.2541666661633,38.957517905103
"206",NA,NA,NA,-95.7041666661659,39.1075716204118
"207",NA,0.20855014026165,NA,-105.15416666622,39.691113846613
"208",NA,NA,NA,-97.5291666661764,32.7803066248881
"209",NA,0.469174981117249,NA,-116.56249999962,33.0137235153685
"210",NA,NA,NA,-97.0958333328406,32.9970508803342
"211",NA,0.745634436607361,5,-118.33749999963,37.1402006863623
"212",NA,0.749091029167175,0,-116.137499999617,43.5675014920919
"213",NA,NA,NA,-97.4874999995095,35.2478566099672
"214",NA,NA,NA,-97.4874999995095,35.23952029245
"215",NA,0.414213955402374,0,-119.812499999638,39.5160511787526
"216",NA,NA,NA,-97.454166666176,35.2061750223814
"217",NA,NA,NA,-97.2208333328413,38.6240652044166
"218",0.919321656227112,0.0838795304298401,0,-107.812499999569,37.1985549089824
"219",NA,NA,NA,-96.9791666661733,36.0064615040286
"220",0.339546859264374,0.559539198875427,0,-112.012499999593,41.2249962697702
"221",NA,0.242089360952377,NA,-105.220833332887,40.2496471202626
"222",NA,NA,NA,-97.4624999995094,37.6987339600119
"223",NA,NA,NA,-97.3041666661751,35.2311839749329
"224",NA,0.210261434316635,0,-114.162499999606,46.2434594151
"225",NA,0.657212793827057,0,-111.854166666259,40.5414182333632
"226",NA,0.798628747463226,NA,-121.504166666315,41.7085026857654
"227",NA,0.020968034863472,NA,-123.745833332994,42.0419553864518
"228",NA,NA,NA,-97.4124999995091,38.1322224709042
"229",0.106378667056561,0.0643890872597694,0,-109.670833332913,48.5359467323187
"230",NA,0.144188567996025,NA,-104.737499999551,39.6577685765443
"231",NA,NA,NA,NA,NA
"232",NA,NA,NA,-96.7041666661717,32.7052797672337
"233",NA,0.322282493114471,0,-109.262499999577,41.6001305580424
"234",NA,0.484326720237732,0,-111.662499999591,40.2413108027454
"235",NA,0.0196404401212931,NA,-123.687499999661,42.0919732915548
"236",NA,0.36880499124527,NA,-116.445833332952,32.7803066248881
"237",NA,0.33348149061203,NA,-116.58749999962,32.9553692927484
"238",0.499951928853989,0.694000482559204,0,-108.204166666238,42.7255334228588
"239",NA,0.272764950990677,NA,-117.320833332957,34.2558348254252
"240",NA,0.646975934505463,0,-120.562499999643,46.9937279916443
"241",NA,0.608314990997314,3,-114.004166666271,41.4167315726649
"242",NA,NA,NA,-96.295833332836,33.2721493584005
"243",0.37181693315506,0.15528017282486,NA,-106.26249999956,35.7730446135482
"244",NA,0.178901433944702,NA,-104.979166666219,40.5747635034318
"245",0.799539804458618,0.498170107603073,NA,-118.795833332966,37.5570165622202
"246",NA,0.443195402622223,NA,-107.895833332903,38.8241368248284
"247",NA,0.111481361091137,NA,-120.529166666309,38.7407736496568
"248",NA,0.369954586029053,NA,-112.979166666266,37.1985549089824
"249",NA,0.187131926417351,NA,-116.995833332955,34.0224179349448
"250",NA,NA,NA,-96.6708333328381,33.0970866905401
"251",NA,NA,NA,-97.4624999995094,35.2061750223814
"252",0.304508447647095,0.276277393102646,NA,-111.062499999588,38.0571956132498
"253",NA,0.466252863407135,0,-112.412499999596,42.8505781856162
"254",NA,0.371751129627228,NA,-112.962499999599,37.2569091316025
"255",0.829423367977142,0.162291675806046,NA,-107.329166666233,39.5493964488212
"256",NA,0.0511637292802334,NA,-110.687499999586,32.3718270665473
"257",NA,NA,NA,NA,NA
"258",NA,NA,NA,NA,NA
"259",NA,NA,NA,NA,NA
"260",NA,NA,NA,NA,NA
"261",NA,NA,NA,NA,NA
"262",NA,NA,NA,NA,NA
"263",NA,NA,NA,NA,NA
"264",NA,NA,NA,NA,NA
"265",NA,NA,NA,NA,NA
"266",NA,NA,NA,NA,NA
"267",NA,0.0971284806728363,NA,-115.562499999614,35.9647799164429
"268",NA,NA,NA,-97.6458333328438,32.2051007162041
"269",NA,NA,NA,NA,NA
"270",NA,NA,NA,NA,NA
"271",NA,0.0866945758461952,NA,-106.145833332893,38.7407736496568
"272",NA,0.263349741697311,NA,-117.84583333296,34.3225253655625
"273",NA,0.121925801038742,NA,-120.945833332978,39.9412033721277
"274",NA,0.589091539382935,0,-121.337499999647,44.0593442256043
"275",NA,0.838389694690704,5,-120.312499999641,40.4497187406744
"276",NA,0.180305972695351,NA,-105.204166666221,39.691113846613
"277",NA,0.591878771781921,0,-121.24583333298,44.151043718293
"278",0.512608468532562,0.520798206329346,0,-111.929166666259,40.4330461056401
"279",NA,NA,NA,-98.7541666661835,33.1721135481946
"280",NA,0.0946344062685966,NA,-112.087499999594,36.0648157266488
"281",NA,0.580319225788116,0,-121.29583333298,44.0009900029842
"282",NA,0.580319225788116,0,-121.29583333298,44.0009900029842
"283",NA,NA,NA,-96.7624999995053,32.7719703073709
"284",NA,NA,NA,-97.8291666661782,32.930360340197
"285",NA,0.370310097932816,0,-121.287499999647,44.5345143240824
"286",0.182231470942497,0.744985103607178,NA,-118.31249999963,36.9401290659505
"287",NA,NA,NA,NA,NA
"288",NA,0.167044654488564,NA,-104.987499999553,39.6744412115786
"289",NA,0.018590684980154,NA,-123.195833332991,44.6428864518054
"290",0.804375767707825,0.214273720979691,1,-105.662499999557,36.498304237541
"291",NA,NA,NA,-97.520833332843,37.6820613249776
"292",NA,0.579268991947174,NA,-119.787499999638,38.7241010146225
"293",NA,0.720681190490723,NA,-119.820833332972,38.7741189197255
"294",NA,0.151827812194824,0,-118.31249999963,37.1985549089824
"295",0.7517871260643,NA,NA,-96.8124999995056,40.3330102954342
"296",NA,NA,NA,NA,NA
"297",NA,NA,NA,NA,NA
"298",NA,NA,NA,NA,NA
"299",NA,NA,NA,NA,NA
"300",NA,NA,NA,NA,NA
"301",NA,NA,NA,NA,NA
"302",NA,NA,NA,NA,NA
"303",NA,NA,NA,NA,NA
"304",NA,NA,NA,NA,NA
"305",NA,NA,NA,NA,NA
"306",NA,NA,NA,NA,NA
"307",NA,NA,NA,NA,NA
"308",NA,0.323714762926102,NA,-105.170833332887,40.9582341092211
"309",NA,0.674804985523224,0,-116.237499999618,43.6008467621605
"310",NA,0.0129255075007677,NA,-122.495833332987,45.4931908385557
"311",NA,NA,NA,NA,NA
"312",NA,NA,NA,NA,NA
"313",NA,NA,NA,NA,NA
"314",NA,NA,NA,NA,NA
"315",NA,NA,NA,NA,NA
"316",NA,0.756142318248749,0,-116.995833332955,43.8175910176067
"317",NA,NA,NA,NA,NA
"318",NA,NA,NA,NA,NA
"319",NA,NA,NA,NA,NA
"320",NA,0.0728394016623497,NA,-105.954166666225,35.5312914055506
"321",NA,0.183315426111221,NA,-118.604166666298,35.5229550880334
"322",NA,0.439332038164139,NA,-109.68749999958,38.1405587884214
"323",NA,NA,NA,NA,NA
"324",NA,NA,NA,NA,NA
"325",NA,0.0655317977070808,NA,-105.987499999559,35.6396635332736
"326",NA,0.712057769298553,0,-119.629166666304,42.4837802148612
"327",NA,0.27979564666748,NA,-121.262499999647,45.618235601313
"328",NA,0.403620332479477,NA,-120.13749999964,39.3076432408236
"329",0.681766986846924,0.398696094751358,0,-108.57916666624,37.3652812593256
"330",NA,0.017718767747283,NA,-122.187499999652,37.3819538943599
"331",NA,NA,NA,NA,NA
"332",NA,NA,NA,NA,NA
"333",NA,NA,NA,NA,NA
"334",NA,NA,NA,NA,NA
"335",NA,0.031341914087534,NA,-114.079166666272,48.0524403163235
"336",NA,0.754700303077698,0,-118.837499999633,43.2673940614742
"337",0.172579109668732,0.1563650816679,NA,-105.087499999553,40.3913645180543
"338",NA,0.837710797786713,3,-118.637499999632,37.5069986571173
"339",NA,NA,NA,NA,NA
"340",NA,0.777499735355377,0,-119.254166666302,43.2840666965085
"341",NA,NA,NA,NA,NA
"342",NA,NA,NA,NA,NA
"343",NA,0.564314544200897,0,-112.05416666626,40.7248172187407
"344",NA,0.135441601276398,NA,-116.670833332954,36.9484653834676
"345",NA,0.026603925973177,NA,-114.012499999605,47.7856781557744
"346",NA,NA,NA,NA,NA
"347",NA,0.111556686460972,NA,-116.679166666287,36.8567658907789
"348",NA,0.114711575210094,NA,-116.720833332954,36.9984832885706
"349",NA,NA,NA,NA,NA
"350",NA,NA,NA,NA,NA
"351",NA,NA,NA,NA,NA
"352",NA,NA,NA,NA,NA
"353",NA,NA,NA,NA,NA
"354",NA,NA,NA,NA,NA
"355",NA,NA,NA,NA,NA
"356",NA,NA,NA,NA,NA
"357",NA,NA,NA,NA,NA
"358",NA,NA,NA,NA,NA
"359",NA,NA,NA,NA,NA
"360",NA,NA,NA,NA,NA
"361",NA,NA,NA,NA,NA
"362",NA,NA,NA,NA,NA
"363",NA,NA,NA,NA,NA
"364",NA,NA,NA,NA,NA
"365",NA,NA,NA,NA,NA
"366",NA,NA,NA,NA,NA
"367",NA,NA,NA,NA,NA
"368",NA,NA,NA,NA,NA
"369",NA,NA,NA,NA,NA
"370",NA,NA,NA,NA,NA
"371",NA,NA,NA,NA,NA
"372",NA,NA,NA,NA,NA
"373",NA,NA,NA,NA,NA
"374",NA,NA,NA,NA,NA
"375",NA,NA,NA,NA,NA
"376",0.746092736721039,0.544180810451508,NA,-109.504166666245,38.7407736496568
"377",NA,NA,NA,NA,NA
"378",NA,0.15930649638176,NA,-104.662499999551,39.6494322590272
"379",NA,0.713757574558258,5,-119.637499999637,39.2659616532378
"380",NA,0.447292119264603,0,-106.362499999561,42.8255692330648
"381",0.86192375421524,0.3838270008564,4,-113.0874999996,37.6570523724261
"382",NA,0.12127248942852,NA,-105.095833332887,40.1996292151597
"383",0.745486557483673,NA,NA,-95.9208333328338,41.2583415398389
"384",NA,0.330510139465332,NA,-116.604166666286,32.9637056102656
"385",NA,0.0402505025267601,NA,-113.020833332932,48.552619367353
"386",NA,0.103653959929943,NA,-111.545833332924,35.2728655625186
"387",NA,0.0941840559244156,NA,-111.504166666257,35.2728655625186
"388",0.751555502414703,0.256059169769287,5,-111.845833332926,41.5251037003879
"389",0.492388844490051,0.0546181350946426,NA,-99.7208333328557,44.1093621307072
"390",NA,0.100233621895313,NA,-111.48749999959,35.2728655625186
"391",NA,0.0917582213878632,NA,-111.51249999959,35.2728655625186
"392",NA,0.111524909734726,NA,-111.545833332924,35.2812018800358
"393",NA,0.0976643711328506,NA,-111.545833332924,35.2978745150701
"394",NA,0.111524909734726,NA,-111.545833332924,35.2812018800358
"395",0.903296828269958,0.124701790511608,0,-107.845833332903,37.2152275440167
"396",0.438938975334167,0.125143051147461,NA,-105.07916666622,40.5664271859146
"397",NA,0.148617029190063,NA,-104.670833332884,39.64109594151
"398",0.22861710190773,0.598677456378937,0,-111.804166666259,40.7081445837064
"399",NA,0.43970137834549,NA,-116.420833332952,32.8886787526112
"400",NA,0.80159866809845,3,-119.870833332972,42.0586280214861
"401",NA,0.291897624731064,0,-108.429166666239,45.7349440465533
"402",NA,0.800376713275909,0,-120.862499999644,44.3010974336019
"403",NA,0.0079082828015089,NA,-123.629166666327,48.0941219039093
"404",NA,0.149218559265137,0,-114.004166666271,46.8686832288869
"405",0.110277123749256,0.0964523404836655,NA,-112.745833332931,39.3159795583408
"406",NA,0.497061342000961,NA,-113.570833332936,39.0825626678603
"407",NA,0.28437814116478,NA,-102.004166666202,43.7759094300209
"408",NA,0.860138595104218,0,-120.745833332977,45.4681818860042
"409",NA,0.816991925239563,5,-118.612499999631,42.158663831692
"410",NA,0.878548860549927,5,-118.995833332967,47.9690771411519
"411",NA,NA,NA,NA,NA
"412",NA,0.612733423709869,0,-118.104166666295,37.4319717994628
"413",NA,NA,NA,NA,NA
"414",NA,0.0105169080197811,NA,-122.854166666322,45.9933698895852
"415",NA,0.335987091064453,NA,-116.570833332953,32.9720419277828
"416",NA,NA,NA,-97.4708333328428,35.2228476574157
"417",NA,0.837710797786713,3,-118.637499999632,37.5069986571173
"418",0.678544104099274,0.33707058429718,0,-111.820833332926,41.7501842733512
"419",NA,0.648349106311798,0,-115.887499999616,42.4671075798269
"420",NA,0.654125690460205,0,-116.337499999618,42.0419553864518
"421",0.498432397842407,0.76775062084198,0,-116.829166666288,42.1836727842435
"422",0.682826936244965,0.751810908317566,0,-116.645833332953,42.1169822441062
"423",NA,0.0621765367686749,NA,-117.220833332957,34.1557990152193
"424",NA,0.72803395986557,5,-115.970833332949,43.6091830796777
"425",NA,0.113471731543541,NA,-111.587499999591,35.2311839749329
"426",0.811788082122803,0.0200596991926432,NA,-105.212499999554,37.490326022083
"427",NA,0.78593522310257,3,-119.220833332968,38.2155856460758
"428",NA,0.190975293517113,NA,-105.170833332887,39.5994143539242
"429",NA,0.197759419679642,NA,-106.279166666227,35.7897172485825
"430",NA,0.792237401008606,0,-121.304166666314,41.8335474485228
"431",NA,0.0444020815193653,NA,-117.345833332957,47.7940144732916
"432",NA,0.246667459607124,NA,-105.15416666622,39.8911854670248
"433",0.731325626373291,0.591350257396698,0,-111.820833332926,40.7498261712921
"434",NA,0.148895680904388,NA,-111.295833332922,42.1169822441062
"435",NA,NA,NA,-97.4291666661758,35.1728297523127
"436",NA,NA,NA,NA,NA
"437",0.575914084911346,0.0843594446778297,NA,-100.379166666193,44.3511153387049
"438",NA,0.0497692674398422,0,-114.020833332938,47.4188801850194
"439",0.712628543376923,0.0422610230743885,0,-111.879166666259,44.7012406744255
"440",0.344041466712952,0.0591949373483658,0,-106.862499999564,38.6574104744852
"441",NA,0.167475089430809,NA,-105.295833332888,39.9995575947478
"442",NA,0.172131836414337,0,-111.395833332923,41.9669285287974
"443",NA,0.258571594953537,5,-116.054166666283,43.6425283497463
"444",NA,0.0918150916695595,NA,-120.387499999642,38.7074283795882
"445",NA,0.303143411874771,NA,-116.437499999619,32.8636698000597
"446",NA,0.303143411874771,NA,-116.437499999619,32.8636698000597
"447",NA,0.117232888936996,NA,-111.629166666258,35.1895023873471
"448",0.564433395862579,0.0648290067911148,NA,-105.612499999556,40.3580192479857
"449",NA,0.070501022040844,NA,-105.529166666223,40.37469188302
"450",NA,0.087784469127655,NA,-110.595833332918,45.6599171888988
"451",NA,0.644361019134521,0,-121.29583333298,44.359451656222
"452",0.702179729938507,0.0149963470175862,NA,-110.87083333292,44.5345143240824
"453",NA,0.666063606739044,0,-121.054166666312,43.9676447329155
"454",NA,0.43767324090004,NA,-117.72083333296,34.3725432706655
"455",NA,NA,NA,NA,NA
"456",NA,0.0652949884533882,NA,-111.020833332921,45.6932624589675
"457",NA,NA,NA,NA,NA
"458",NA,0.082448735833168,NA,-117.404166666291,47.8023507908087
"459",NA,0.202960357069969,NA,-121.445833332981,43.884281557744
"460",0.878506183624268,0.02526019141078,NA,-110.737499999586,45.0346933751119
"461",NA,0.150529652833939,NA,-105.120833332887,40.4163734706058
"462",0.534960746765137,0.133347317576408,0,-108.795833332908,42.7588786929275
"463",NA,0.0169654134660959,NA,-116.679166666287,47.6189518054312
"464",0.870102167129517,0.0290078911930323,0,-111.43749999959,43.1340129811996
"465",NA,NA,NA,NA,NA
