"","bromus_lambdaPred.v2","bromus_SDM","bromus_remoteSensing","x","y","bromusCover"
"235",0,0.884248912334442,5,-120.012499999639,46.7853200537153,11
"236",0,0.899740815162659,5,-120.045833332973,46.7936563712325,17.5
"237",0,0.901924312114716,5,-120.029166666306,46.7936563712325,13
"238",0,0.919488430023193,5,-120.045833332973,46.8019926887496,24
"239",0,0.849381744861603,5,-120.395833332975,46.718629513578,3
"240",0,0.887608051300049,5,-120.020833332973,46.8019926887496,16.5
"241",0,0.846871256828308,5,-120.13749999964,46.768647418681,7
"242",0,0.869726896286011,5,-120.329166666308,46.7519747836467,1
"243",0,0.857585966587067,5,-120.287499999641,46.7519747836467,0
"244",0,0.874630630016327,5,-120.145833332974,46.7603111011638,2
"245",0,0.908731639385223,5,-120.179166666307,46.7853200537153,4.5
"246",0,0.857008814811707,5,-120.404166666308,46.718629513578,13
"247",0,0.880394995212555,5,-120.279166666308,46.7519747836467,6
"248",0,0.906358778476715,5,-120.270833332974,46.768647418681,10
"249",0,0.858645379543304,0,-120.145833332974,46.768647418681,4
"250",0,0.878847420215607,4,-120.154166666307,46.768647418681,23
"251",0,0.826577603816986,5,-120.345833332975,46.7269658310952,0
"252",0,0.86432421207428,5,-120.337499999641,46.7269658310952,16.5
"253",0,0.857585966587067,5,-120.287499999641,46.7519747836467,5
"254",0,0.900290191173553,5,-120.345833332975,46.7353021486124,5
"255",0,0.880394995212555,5,-120.279166666308,46.7519747836467,6.5
"256",0,0.852929770946503,5,-120.270833332974,46.7603111011638,12
"257",0,0.860485255718231,5,-120.279166666308,46.768647418681,15.5
"258",0,0.857040286064148,4,-120.154166666307,46.7853200537153,1
"259",0,0.890870928764343,5,-120.054166666306,46.8019926887496,13.5
"260",0,0.836302757263184,5,-120.295833332974,46.7519747836467,7.5
"261",0,0.892724931240082,3,-120.145833332974,46.7769837361981,8.5
"262",0,0.890955984592438,5,-120.337499999641,46.7353021486124,12.6000004
"263",0,0.86050820350647,5,-120.295833332974,46.7436384661295,5.1999998
"264",0,0.834479749202728,5,-120.304166666308,46.7519747836467,2.5999999
"265",0,0.869726896286011,5,-120.329166666308,46.7519747836467,4.4000001
"266",0,0.834785461425781,5,-120.287499999641,46.7603111011638,7
"267",0,0.858871400356293,5,-120.312499999641,46.7603111011638,14
"268",0,0.874630630016327,5,-120.145833332974,46.7603111011638,8.1999998
"269",0,0.860485255718231,5,-120.279166666308,46.768647418681,13.8000002
"270",0,0.906358778476715,5,-120.270833332974,46.768647418681,17.3999996
"271",0,0.878847420215607,4,-120.154166666307,46.768647418681,3.5999999
"272",0,0.879716038703918,4,-120.179166666307,46.7769837361981,5.5999999
"273",0,0.889962077140808,5,-120.029166666306,46.7853200537153,28
"274",0,0.907790064811707,1,-120.16249999964,46.7853200537153,2.4000001
"275",0,0.901924312114716,5,-120.029166666306,46.7936563712325,11.6000004
"276",0,0.890870928764343,5,-120.054166666306,46.8019926887496,11.1999998
"277",0,0.919488430023193,5,-120.045833332973,46.8019926887496,5.4000001
"278",0,0.91114354133606,5,-120.079166666306,46.7603111011638,0
"279",0,0.783559262752533,4,-119.987499999639,46.768647418681,6
"280",0,0.923880696296692,1,-120.129166666307,46.7436384661295,0
"281",0,0.839659214019775,3,-120.020833332973,46.7769837361981,20.5
"282",0,0.948407471179962,4,-120.145833332974,46.7519747836467,4
"283",0,0.902186453342438,5,-120.395833332975,46.6852842435094,14
"284",0,0.918426811695099,4,-120.129166666307,46.7519747836467,0
"285",0,0.83257246017456,5,-120.012499999639,46.768647418681,17.5
"286",0,0.802686333656311,5,-119.995833332973,46.7519747836467,25
"287",0,0.883939325809479,5,-120.412499999642,46.6852842435094,5
"288",0,0.88081282377243,5,-120.012499999639,46.7603111011638,7
"289",0,0.865734100341797,5,-120.004166666306,46.7519747836467,14
"290",0,0.851283550262451,5,-120.387499999642,46.7102931960609,17
"291",0,0.7504802942276,5,-119.979166666306,46.7603111011638,31
"292",0,0.915247082710266,2,-120.13749999964,46.7353021486124,0.5
"293",0,0.898153007030487,5,-120.287499999641,46.7019568785437,19
"294",0,0.83042323589325,5,-120.337499999641,46.718629513578,18.5
"295",0,0.83042323589325,5,-120.337499999641,46.718629513578,14
"296",0,0.944682478904724,1,-120.279166666308,46.7269658310952,0.28
"297",0,0.851268112659454,5,-120.329166666308,46.718629513578,25
"298",0,0.81939971446991,5,-120.337499999641,46.7102931960609,12.5
"299",0,0.85504537820816,5,-120.354166666308,46.6936205610266,5.5
"300",0,0.863950133323669,5,-120.345833332975,46.7019568785437,14.5
"301",0,0.898153007030487,5,-120.287499999641,46.7019568785437,17.5
"302",0,0.76601231098175,5,-120.304166666308,46.6936205610266,46.5
"303",0,0.598651647567749,0,-119.970833332973,46.7603111011638,30
"304",0,0.945351600646973,5,-120.020833332973,46.7603111011638,10
"305",0,0.84986674785614,5,-120.120833332973,46.7603111011638,12.5
"306",0,0.865734100341797,5,-120.004166666306,46.7519747836467,40
"307",0,0.945351600646973,5,-120.020833332973,46.7603111011638,6.5
"308",0,0.88081282377243,5,-120.012499999639,46.7603111011638,20.5
"309",0,0.948407471179962,4,-120.145833332974,46.7519747836467,0.5
"310",0,0.831617772579193,5,-120.337499999641,46.6852842435094,10.8000002
"311",0,0.805546998977661,5,-120.329166666308,46.6936205610266,25
"312",0,0.806989192962646,5,-120.312499999641,46.7019568785437,47.4000015
"313",0,0.868525922298431,5,-120.295833332974,46.7019568785437,27.2000008
"314",0,0.81939971446991,5,-120.337499999641,46.7102931960609,3
"315",0,0.83042323589325,5,-120.337499999641,46.718629513578,15.1999998
"316",0,0.93891453742981,2,-120.13749999964,46.7519747836467,5.8000002
"317",0,0.836881697177887,5,-119.995833332973,46.7603111011638,40.4000015
"318",0,0.836881697177887,5,-119.995833332973,46.7603111011638,44.5999985
"319",0,0.71142166852951,5,-119.962499999639,46.7769837361981,30
"320",0,0.963969469070435,5,-120.054166666306,46.7102931960609,6.5
"321",0,0.851378440856934,5,-120.387499999642,46.6686116084751,20
"322",0,0.842694640159607,5,-120.312499999641,46.6602752909579,1.5
"323",0,0.909185111522675,5,-120.254166666307,46.6852842435094,16.5
"324",0,0.816255569458008,5,-120.254166666307,46.6769479259922,23
"325",0,0.800476849079132,5,-120.337499999641,46.6686116084751,12.5
"326",0,0.835116624832153,5,-120.320833332975,46.6686116084751,3
"327",0,0.808484017848969,5,-120.354166666308,46.6769479259922,13.5
"328",0,0.888128817081451,5,-120.395833332975,46.6686116084751,16
"329",0,0.821191847324371,5,-120.370833332975,46.6769479259922,16.5
"330",0,0.834247291088104,5,-120.379166666308,46.6602752909579,16.5
"331",0,0.947074711322784,5,-120.237499999641,46.6769479259922,22.5
"332",0,0.859728515148163,5,-120.279166666308,46.6936205610266,15.5
"333",0,0.842694640159607,5,-120.312499999641,46.6602752909579,7
"334",0,0.880861282348633,5,-120.270833332974,46.6686116084751,9.6000004
"335",0,0.850317537784576,5,-120.304166666308,46.6769479259922,9.6000004
"336",0,0.909185111522675,5,-120.254166666307,46.6852842435094,26
"337",0,0.813378930091858,5,-120.270833332974,46.6852842435094,19.7999992
"338",0,0.831111073493958,5,-120.329166666308,46.6852842435094,16.6000004
"339",0,0.956994235515594,5,-120.245833332974,46.6852842435094,18.6000004
"340",0,0.856615006923676,5,-120.262499999641,46.6852842435094,32.2000008
"341",0,0.818154513835907,5,-120.287499999641,46.6936205610266,32
"342",0,0.920693874359131,5,-120.262499999641,46.6936205610266,22
"343",0,0.863650918006897,5,-119.987499999639,46.7436384661295,25.7999992
"344",0,0.863650918006897,5,-119.987499999639,46.7436384661295,6.6669998
"345",0,0.842694640159607,5,-120.312499999641,46.6602752909579,14.6000004
"346",0,0.808727741241455,5,-120.329166666308,46.6686116084751,4.5999999
"347",0,0.840606212615967,5,-120.212499999641,46.6519389734408,18.5
"348",0,0.949987709522247,5,-120.06249999964,46.6769479259922,1
"349",0,0.849630117416382,5,-120.204166666307,46.6436026559236,3.5
"350",0,0.831880867481232,5,-120.229166666307,46.6602752909579,4
"351",0,0.847718060016632,5,-120.237499999641,46.6519389734408,11.5
"352",0,0.849630117416382,5,-120.204166666307,46.6436026559236,2
"353",0,0.833437979221344,5,-120.220833332974,46.6602752909579,0.5
"354",0,0.899646282196045,5,-120.18749999964,46.6519389734408,10.5
"355",0,0.837769508361816,5,-120.295833332974,46.6519389734408,10.5
"356",0,0.850768387317657,5,-120.287499999641,46.6519389734408,8
"357",0,0.972495079040527,4,-120.004166666306,46.6852842435094,0
"358",0,0.96499115228653,5,-120.020833332973,46.6769479259922,12
"359",0,0.967455327510834,5,-120.004166666306,46.6769479259922,0.5
"360",0,0.946875810623169,5,-120.154166666307,46.6519389734408,8.5
"361",0,0.967715263366699,5,-120.012499999639,46.6769479259922,3.5
"362",0,0.964071571826935,5,-119.987499999639,46.6852842435094,5.5
"363",0,0.960742771625519,5,-120.03749999964,46.6852842435094,5
"364",0,0.960401713848114,0,-120.029166666306,46.6769479259922,0.5
"365",0,0.942831218242645,5,-119.970833332973,46.6852842435094,30
"366",0,0.900650203227997,5,-120.204166666307,46.6686116084751,11
"367",0,0.966458976268768,0,-120.054166666306,46.6852842435094,1
"368",0,0.892691791057587,5,-120.287499999641,46.6602752909579,21.5
"369",0,0.865853846073151,5,-120.329166666308,46.6269300208893,6.5
"370",0,0.926465570926666,5,-119.979166666306,46.7019568785437,34
"371",0,0.872297585010529,5,-120.195833332974,46.6519389734408,20
"372",0,0.922395408153534,5,-120.18749999964,46.6602752909579,7.5
"373",0,0.83245438337326,4,-120.254166666307,46.6436026559236,11.5
"374",0,0.960742771625519,5,-120.03749999964,46.6852842435094,5.1999998
"375",0,0.973526120185852,5,-120.012499999639,46.6936205610266,14.6000004
"376",0,0.966501951217651,5,-120.004166666306,46.7019568785437,25.3999996
"377",0,0.8158940076828,5,-120.254166666307,46.6352663384064,9.8000002
"378",0,0.856597781181335,4,-120.270833332974,46.6352663384064,5.5999999
"379",0,0.83245438337326,4,-120.254166666307,46.6436026559236,14.3999996
"380",0,0.840606212615967,5,-120.212499999641,46.6519389734408,20.3999996
"381",0,0.912748694419861,5,-120.179166666307,46.6519389734408,16.6000004
"382",0,0.863120794296265,5,-120.279166666308,46.6519389734408,10
"383",0,0.93995201587677,5,-120.170833332974,46.6519389734408,14.3999996
"384",0,0.815047323703766,5,-120.220833332974,46.6519389734408,16.7999992
"385",0,0.946875810623169,5,-120.154166666307,46.6519389734408,16.7999992
"386",0,0.868777692317963,5,-120.212499999641,46.6602752909579,21.3999996
"387",0,0.0872292816638947,0,-107.529166666234,48.3358751119069,0
"388",0,0.0874477624893188,0,-107.520833332901,48.3275387943897,0
"389",0,0.793116271495819,4,-120.070833332973,46.6436026559236,4.5
"390",0,0.876368701457977,4,-120.16249999964,46.6269300208893,0.5
"391",0,0.840607523918152,5,-120.170833332974,46.6269300208893,21
"392",0,0.869795441627502,2,-120.145833332974,46.6269300208893,3
"393",0,0.897137641906738,5,-120.179166666307,46.6436026559236,22
"394",0,0.912577688694,3,-120.154166666307,46.6436026559236,18.5
"395",0,0.842605590820312,2,-120.06249999964,46.6269300208893,6.5
"396",0,0.908047676086426,5,-120.16249999964,46.6436026559236,27
"397",0,0.83362078666687,5,-120.18749999964,46.6352663384064,2
"398",0,0.912395060062408,5,-120.329166666308,46.5935847508206,52
"399",0,0.896561205387115,5,-120.245833332974,46.6019210683378,45.5
"400",0,0.898461282253265,5,-120.337499999641,46.5852484333035,44.5
"401",0,0.895296394824982,5,-120.312499999641,46.6019210683378,69.5
